epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/custom_mean_bbox_IoU,metrics/custom_mean_bbox_Dice,metrics/custom_cls_accuracy/abnormality,metrics/custom_cls_precision/abnormality,metrics/custom_cls_recall/abnormality,metrics/custom_cls_f1/abnormality,metrics/custom_cls_auroc/abnormality,metrics/custom_cls_accuracy/text,metrics/custom_cls_precision/text,metrics/custom_cls_recall/text,metrics/custom_cls_f1/text,metrics/custom_cls_auroc/text,val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,709.071,1.65094,1.33723,0.02014,0.54453,0.51746,0.50209,0.27199,0.76442,0.86214,0.66456,0.91252,0.21785,0.35174,0.6268,0.46938,1,0.00193,0.00385,0.75728,1.81895,1.42109,0.02725,0.00123219,0.00123219,0.00123219
75,719.306,1.68191,1.38394,0.02023,0.54197,0.54109,0.51084,0.28892,0.76507,0.86256,0.66447,0.91341,0.21737,0.35117,0.62889,0.4697,1,0.00254,0.00507,0.75783,1.64925,1.35084,0.024,0.00122703,0.00122703,0.00122703
76,729.619,1.7451,1.38736,0.02184,0.4224,0.5069,0.50035,0.29586,0.76589,0.86307,0.66589,0.91556,0.22049,0.3554,0.63126,0.46969,1,0.00251,0.005,0.75707,1.46398,1.57746,0.01953,0.00122182,0.00122182,0.00122182
77,741.987,1.66878,1.40367,0.01959,0.4289,0.53086,0.49229,0.27334,0.76657,0.8635,0.66694,0.91734,0.22275,0.35845,0.63379,0.46967,1,0.00247,0.00494,0.75608,1.59781,1.47295,0.02168,0.00121656,0.00121656,0.00121656
78,751.252,1.7118,1.38693,0.02024,0.45213,0.58013,0.47763,0.27523,0.7672,0.86391,0.66813,0.91918,0.22533,0.36193,0.63609,0.4703,1,0.00366,0.0073,0.75595,1.63104,1.46456,0.02301,0.00121124,0.00121124,0.00121124
79,761.071,1.61486,1.34559,0.01936,0.4209,0.51419,0.46054,0.27805,0.76789,0.86436,0.66768,0.91969,0.22401,0.36027,0.63821,0.47044,1,0.00392,0.00781,0.75704,1.54591,1.42647,0.02296,0.00120586,0.00120586,0.00120586
80,770.317,1.59327,1.34269,0.01894,0.37516,0.54224,0.50489,0.27959,0.76834,0.86466,0.66915,0.91908,0.22803,0.3654,0.64039,0.47041,1,0.00387,0.00771,0.75888,1.63199,1.43688,0.02356,0.00120044,0.00120044,0.00120044
81,778.91,1.69607,1.35745,0.02083,0.54368,0.55859,0.51159,0.26042,0.76869,0.8649,0.66995,0.92054,0.2297,0.36766,0.6432,0.47054,1,0.00412,0.0082,0.76041,1.77603,1.39726,0.02899,0.00119496,0.00119496,0.00119496
82,787.528,1.63878,1.31407,0.01938,0.49434,0.53578,0.49033,0.22939,0.76867,0.86491,0.66888,0.92054,0.2269,0.36407,0.64513,0.47052,1,0.00407,0.0081,0.7627,1.91406,1.48404,0.03107,0.00118943,0.00118943,0.00118943
83,796.286,1.6309,1.32632,0.01918,0.46787,0.5079,0.48514,0.30279,0.76937,0.86536,0.66784,0.92054,0.22417,0.36054,0.64708,0.47064,1,0.0043,0.00857,0.76544,1.57813,1.30159,0.02194,0.00118385,0.00118385,0.00118385
84,805.815,1.60432,1.33541,0.01837,0.77913,0.42635,0.4858,0.27274,0.7696,0.86552,0.66878,0.92206,0.22619,0.36327,0.64969,0.47061,1,0.00425,0.00847,0.76723,1.74858,1.42879,0.02799,0.00117821,0.00117821,0.00117821
85,814.858,1.67796,1.31676,0.02095,0.51943,0.48672,0.46954,0.28481,0.77001,0.8658,0.67074,0.92068,0.23173,0.37026,0.65186,0.47103,1,0.00504,0.01003,0.76891,1.60714,1.53357,0.02283,0.00117253,0.00117253,0.00117253
86,823.638,1.66256,1.34576,0.02015,0.43796,0.57097,0.49906,0.30739,0.77055,0.86613,0.67309,0.92087,0.23784,0.37805,0.65325,0.4713,1,0.00554,0.01101,0.76961,1.5076,1.52066,0.02102,0.0011668,0.0011668,0.0011668
87,834.143,1.67467,1.3055,0.02014,0.47455,0.52629,0.48279,0.26845,0.77075,0.86628,0.67409,0.92236,0.23999,0.38087,0.65509,0.47141,0.92,0.00629,0.0125,0.77025,1.71824,1.4577,0.02532,0.00116102,0.00116102,0.00116102
88,843.287,1.66062,1.33078,0.01981,0.46897,0.53136,0.50078,0.30859,0.77147,0.86674,0.67506,0.92378,0.24208,0.38363,0.65664,0.47195,0.93103,0.00731,0.0145,0.77107,1.47313,1.43517,0.02,0.00115519,0.00115519,0.00115519
89,853.103,1.61103,1.3207,0.01999,0.53202,0.48275,0.49033,0.28064,0.7718,0.86696,0.67686,0.92465,0.24651,0.38925,0.65869,0.47291,0.94444,0.0091,0.01802,0.77318,1.66311,1.44124,0.02495,0.00114931,0.00114931,0.00114931
90,861.678,1.62942,1.29974,0.01953,0.49931,0.56318,0.53679,0.32716,0.77255,0.86744,0.67679,0.92532,0.24613,0.38883,0.66089,0.47286,0.94444,0.00899,0.01782,0.77524,1.41334,1.3557,0.02124,0.00114339,0.00114339,0.00114339
91,871.667,1.58719,1.27854,0.01804,0.50653,0.52272,0.52618,0.305,0.77317,0.86783,0.67659,0.92588,0.24542,0.388,0.66255,0.47281,0.94444,0.0089,0.01763,0.77707,1.50429,1.37635,0.01896,0.00113742,0.00113742,0.00113742
92,880.963,1.53556,1.2525,0.0177,0.54187,0.57495,0.53557,0.31559,0.77381,0.86824,0.6768,0.92671,0.24572,0.38844,0.66469,0.47276,0.94444,0.0088,0.01744,0.77857,1.42954,1.42221,0.01899,0.0011314,0.0011314,0.0011314
93,890.113,1.57025,1.27466,0.01793,0.53363,0.57036,0.52201,0.35119,0.77457,0.86871,0.67647,0.92716,0.24471,0.38721,0.66689,0.47271,0.94444,0.0087,0.01725,0.78088,1.31931,1.2559,0.01684,0.00112534,0.00112534,0.00112534
94,900.989,1.62203,1.28869,0.01825,0.54722,0.5751,0.53403,0.32125,0.77507,0.86902,0.67641,0.92778,0.24436,0.38683,0.66949,0.47266,0.94444,0.00861,0.01707,0.78268,1.5304,1.25094,0.0212,0.00111924,0.00111924,0.00111924
